Date and Time Downloaded : 04/21/2020 09:25:51 am"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000000735","735","SAMPALOC MEDICARE COMMUNITY HOSPITAL","","","","Infirmary","Government","Local Government Unit","","MAGSAYSAY STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SAMPALOC","045639000","BAYONGON","045639009","4332","","","","","","","CALAYAG","JESUS","M.","","With License","","10"
"DOH000000000000737","737","SAN JOSE HOSPITAL AND MEDICAL CENTER, INC.","SAN JOSE HOSPITAL AND TRAUMA CENTER, INC.","","","Hospital","Private","","","DOCTORS COMPOUND","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","MAYAPA","043405032","4027","+63 495317095","","","","","","FUENTEBELLA","CARLO JOSE","V.","Chief of Hospital","With License","Level 1","42"
"DOH000000000000738","738","SAN PEDRO DOCTORS HOSPITAL, INC.","","","","Hospital","Private","","Corporation","NATIONAL HIGHWAY","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF SAN PEDRO","043425000","LANDAYAN","043425005","4023","+63 028681962","","+63 498681961","spdhi1998@gmail.com","","","VERZOSA","LAARNI","A.","Medical Director","With License","Level 1","27"
"DOH000000000000752","752","SSMC SATELLITE HOSPITAL"," "," "," ","Hospital","Private"," "," ","GATEWAY BUSINESS PARK"," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","CITY OF GENERAL TRIAS","042108000","JAVALERA","042108014","4119","+63 464330210"," "," ","erly43@yahoo.com"," "," ","RABE","JOSE"," ","Chief of Hospital","Without License","",""
"DOH000000000000755","755","ST. ANDREW HOSPITAL","","","","Hospital","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","TALISAY","041030000","TUMAWAY","041030025","4220","+63 437730196","","","standrewhospital1982@gmail.com","","","MENDOZA","MARK ANTHONY","S.","","With License","Level 1","25"
"DOH000000000000759","759","ST. CLEMENT MEDICAL CLINIC"," "," "," ","Hospital","Private"," "," ","49 FANDINO STREET"," ","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","ALAMINOS","043401000","BARANGAY III (POB.)","043401005","4001"," "," "," "," "," "," ","CASTILLO","PEDRO","J."," ","Without License","",""
"DOH000000000000760","760","ST. DOMINIC MEDICAL CENTER, INC.","","","","Hospital","Private","","","AGUINALDO HIGHWAY","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","BACOOR CITY","042103000","TALABA IV","042103068","4102","+63 464172520","","+63 464176454","","","","TINIO","OSCAR","D.","Medical Director","With License","Level 2","100"
"DOH000000000000764","764","ST. JAMES HOSPITAL, INC.","SANTIAGO MEDICAL CLINIC AND DIAGNOSTIC CENTER","","","Hospital","Private","","Corporation","MARIQUITA PUEBLO","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF SANTA ROSA","043428000","DITA","043428005","4026","+63 495341254","","","stjames1993@yahoo.com","","","OBILLO","FELICITOS","","Medical Director","With License","Level 2","80"
"DOH000000000000765","765","ST. JAMES THE GREATER HOSPITAL"," "," "," ","Hospital","Private"," "," ","SANTIAGO STREET"," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","IBAAN","041010000","POBLACION","041010017","4230"," "," "," "," "," "," ","PANGANIBAN","ROGELIO","R."," ","Without License","",""
"DOH000000000000769","769","ST. MARTIN MATERNITY AND PEDIATRIC HOSPITAL","","","","Hospital","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","NOVELETA","042116000","SALCEDO II","042116010","4105","+63 464381112","","","","","","ARNULFO","ZENAROSA","","Chief of Hospital","With License","Level 1","50"
"DOH000000000000771","771","ST. NAZARIUS MEDICAL CLINIC"," "," "," ","Hospital","Private"," "," ","PRES. LAUREL HIGHWAY"," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","MALVAR","041017000"," "," ","4233"," "," "," "," "," "," ","RIVERA","LUZ","C."," ","Without License","",""
"DOH000000000000773","773","CALAUAG ST. PETER GENERAL HOSPITAL","ST. PETER GENERAL HOSPITAL","","","Hospital","Private","","","MANUEL QUEZON STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CALAUAG","045607000","BARANGAY II (POB.)","045607014","4318","+63 427932216","","","st.peter78@yahoo.com","","","VALEÑA","DINNA BLANCA","LORBES","Medical Director","With License","Level 1","40"
"DOH000000000000775","775","SAINT VINCENT DE PAUL HOSPITAL","","","","Hospital","Private","","","A. MABINI STREET","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","SANTO TOMAS","041028000","BARANGAY II (POB.)","041028002","4234","+63 437781060","","","","","","LANIP","ALLAN","C.","Chief of Hospital","With License","Level 1","15"
"DOH000000000000779","779","SANTA CRUZ LAGUNA POLYMEDIC, INC.","","","","Hospital","Private","","","782 NATIONAL HIGHWAY","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SANTA CRUZ (Capital)","043426000","PATIMBAO","043426013","4009","+63 495019377","","","mavic_victoria_vic@yahoo.com","","","MENDOZA","JUNE","REYES","Medical Director","With License","Level 1","12"
"DOH000000000000783","783","SANTA ROSA HOSPITAL AND MEDICAL CENTER","SANTA ROSA HOSPITAL SYSTEM INCORPORATION","","","Hospital","Private","","Corporation","RSBS BOULEVARD","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF SANTA ROSA","043428000","BALIBAGO","043428002","4026","+63 495090915","+63 495082715","","sydney_sapno@yahoo.com","","","BEDIA","ELVIS","L.","Medical Director","With License","Level 2","99"
"DOH000000000000785","785","STO. NIÑO MEDICAL CLINIC"," "," "," ","Hospital","Private"," "," ","NATIONAL HIGHWAY"," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","CUENCA","041009000"," "," ","4222"," "," "," "," "," "," ","COMIA","ILUMINADA","L."," ","Without License","",""
"DOH000000000000786","786","STO. ROSARIO HOSPITAL, INC.","","","","Hospital","Private","","","130 V. ESCANO CORNER G. RECTO","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","ROSARIO","041021000","","","4225","+63 433213988","","","","","","MADERAZO","GIL","E.","Chief of Hospital","With License","Level 1","50"
"DOH000000000000792","792","TAYTAY EMERGENCY HOSPITAL","HONORABLE JOJO V. ZAPANTA EMERGENCY HOSPITAL","","","Infirmary","Government","Local Government Unit","","J. ASILO CORNER SUMULONG STREET","","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","TAYTAY","045813000","SAN ISIDRO","045813003","1920","+63 025703662","+63 025714858","","","","","SARMAC","ARNEL","DE LEON","Chief of Hospital","With License","","10"
"DOH000000000000799","799","UNTALAN GENERAL HOSPITAL","","","","Hospital","Private","","","87 GUALBERTO AVENUE","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","ROSARIO","041021000","","","4225","+63 437409514","","","untalangenhospital@yahoo.com","","","UNTALAN","EDDIE","D.","Chief of Hospital","With License","Level 1","12"
"DOH000000000000816","816","ANTIPOLO RURAL HEALTH UNIT II"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","SUMULONG HIGHWAY"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","CITY OF ANTIPOLO (Capital)","045802000","MAYAMOT","045802004","1870"," "," "," ","mojica.nita@gmail.com"," "," ","MOJICA","JUANITA"," ","Public Health Nurse","","",""
"DOH000000000000820","820","BAGONG POOK DIST. 1-B (SAN PABLO 1-B)"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCENA CITY (Capital)","045624000"," "," ","4301"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000000821","821","BAGONG POOK DIST. II(CONCEPCION HC)"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCENA CITY (Capital)","045624000"," "," ","4301"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000000822","822","BAGONG POOK DISTRICT V (STO. CRISTO HC)"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCENA CITY (Capital)","045624000"," "," ","4301"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000000830","830","GRUAR HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","4TH STREET PHASE I"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","CAINTA","045805000","SANTO DOMINGO","045805020","1900"," "," "," "," "," "," ","BUENVIAJE","ELIZABETH","R.","Rural Health Physician","","",""
"DOH000000000000831","831","KARANGALAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","KARANGALAN DRIVE"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","CAINTA","045805000","SAN ISIDRO","045805015","1900"," "," "," "," "," "," ","CAALIM","ZOSIMO","LEGASPI","Rural Health Physician","","",""
"DOH000000000000833","833","CALACA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","CALACA","041007000","BARANGAY  3 (POB.)","041007008","4212","+63 432235047","+63 432237220","+63 434240345","mho_calaca@yahoo.com"," "," ","ONA","M. GHAAN"," ","Rural Health Physician","","",""
"DOH000000000000834","834","CALAMBA CITY HEALTH OFFICE"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","BARANGAY 7 (POB.)","043405044","4027","+63 495456597"," "," ","cho_calamba@yahoo.com"," "," ","KHAN","RODOLFO"," ","City Health Officer","","",""
"DOH000000000000837","837","CANDELARIA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CANDELARIA","045608000"," "," ","4323"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000000854","854","JALA-JALA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","I. PASCUAL STREET"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","JALA-JALA","045807000","SPECIAL DISTRICT (POB.)","045807015","1990","+63 027361538"," "," "," "," "," ","BELTRAN","PEDRO BENIGNO","MONTON","Municipal Health Officer","","",""
"DOH000000000000859","859","LIPA CITY MAIN HEALTH CENTER (EAST DISTRICT)"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","LIPA CITY","041014000","SABANG","041014054","4217","+63 439810013"," "," "," "," "," ","QUINTO","RUBY","P.","Municipal Health Officer","","",""
"DOH000000000000889","889","ROSARIO RURAL HEALTH UNIT I"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","ROSARIO","041021000","BARANGAY B (POB.)","041021032","4225","+63 437401338","+63 433211048","+63 437401256","rosariorhu_07@yahoo.com"," "," ","LUNA","LUISITO","TAGLE","Municipal Health Officer","","",""
"DOH000000000000892","892","SAN JUAN RURAL HEALTH UNIT II"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","SAN JUAN","041023000"," "," ","4226"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000000910","910","TANAUAN RURAL HEALTH UNIT I"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MAYAPIS STREET"," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","CITY OF TANAUAN","041031000","POBLACION BARANGAY  3","041031034","4232","+63 437781001"," "," "," "," "," ","BAUTISTA","ADEL","S.","City Health Officer","","",""
"DOH000000000000911","911","TANAUAN RURAL HEALTH UNIT II"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","CITY OF TANAUAN","041031000","SAMBAT","041031040","4232","+63 437781274"," "," ","cho2tanauan@gmail.com"," "," ","BAUTISTA","IMELDA ROSAL"," ","Rural Health Physician","","",""
"DOH000000000001398","1398","UNISAN RURAL HEALTH UNIT/MAIN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","UNISAN","045649000","MULIGUIN","045649020","4305","+63 425498376"," "," ","fabian.zubiri@yahoo.com"," "," ","ZUBIRI","FABIAN","C.","Municipal Health Officer","","",""
"DOH000000000001405","1405","INFANTA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","INFANTA","045620000"," "," ","4336"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000001420","1420","JOMALIG RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","HIGHWAY 54 STREET"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","JOMALIG","045621000","TALISOY (POB.)","045621004","4342"," "," "," "," "," "," ","CRSITOBAL","MARIELLE CARMELA"," ","Municipal Health Officer","","",""
"DOH000000000001431","1431","PANUKULAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","PANUKULAN","045631000","SAN JUAN (POB.)","045631012","4337"," "," "," ","mcgn_sargento@yahoo.com"," "," ","SARGENTO","MA. CECILIA","NOLASCO","Municipal Health Officer","","",""
"DOH000000000001432","1432","GENERAL LUNA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","EMILIO JACINTO STREET"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","GENERAL LUNA","045616000","BARANGAY  7 (POB.)","045616009","4310"," "," "," ","mecijaconnie@yahoo.com.ph"," "," ","MECIJA","CONSTANCIA","SANTOS","Municipal Health Officer","","",""
"DOH000000000001514","1514","MACALELON RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MACALELON","045625000"," "," ","4309","+63 423934257"," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000001518","1518","PLARIDEL RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","PLARIDEL","045635000","M. L. TUMAGAY POB. (REMAS MABUTON)","045635011","4306","+63 423028865"," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000001519","1519","ATIMONAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","QUEZON STREET","RHU BUILDING","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","ATIMONAN","045603000","BARANGAY ZONE  1 (POB.)","045603004","4331","+63 423165436"," ","+63 423167323","atimonan_rhu@yahoo.com"," "," ","ARGULLA","RICHARD","AMADO","Municipal Health Officer","","",""
"DOH000000000001640","1640","LUCBAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","0458 AVENUE"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCBAN","045623000","ABANG","045623001","4328","+63 425403382"," ","+63 425403382"," "," "," ","ARAÑA","VICTORINO","QUEVEDO","Municipal Health Officer","","",""
"DOH000000000001698","1698","SAN ANTONIO RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","J.C. WAGAN AVENUE"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SAN ANTONIO","045641000","POBLACION","045641014","4324","+63 425454105"," ","+63 425454091","mawilmalaroza@yahoo.com"," "," ","LAROZA","MA. WILMA","CASTILLO","Municipal Health Officer","","",""
"DOH000000000001700","1700","SANTA MARIA RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SANTA MARIA","043427000","BARANGAY II (POB.)","043427020","4022","+63 495011611","","049 501 1611","santamariarhu14@yahoo.com","","","TAMARES","SILVA","CYNTHIA","Municipal Health Officer","","",""
"DOH000000000001702","1702","MAUBAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","RIZALIANA (POB.)","045627022","4330","+63 427841056"," ","+63 427841056","mho_mauban@yahoo.com"," "," ","MARARAC","RONALD","D.","Municipal Health Officer","","",""
"DOH000000000001722","1722","BIÑAN CITY HEALTH OFFICE II","BIÑAN RURAL HEALTH UNIT II"," "," ","Rural Health Unit","Government","Local Government Unit"," ","ROMANA SUBDIVISION"," ","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF BI?AN","043403000","SAN ANTONIO","043403019","4024","+63 495117918"," "," ","queen_victoria1458@yahoo.com"," "," ","MIRANDA","VICTORIA","H.","Public Health Nurse","","",""
"DOH000000000001780","1780","BATANGAS CITY HEALTH OFFICE","","","","Rural Health Unit","Government","Local Government Unit","","P. BURGOS STREET","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","BATANGAS CITY (Capital)","041005000","","","4200","+63 437233103","","+63 437238890","","","","BARRION","ROSANNA CARMELITA","","City Health Officer","","",""
"DOH000000000023605","23605","GUMACA DISTRICT HOSPITAL","","","","Hospital","Government","Local Government Unit","","MAHARLIKA HIGHWAY","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","GUMACA","045619000","ROSARIO","045619039","4306","+63 423174818","","","gdh_011658@yahoo.com","","","TULLAS","PURITA","TAÑADA","Chief of Hospital","With License","Level 1","75"
"DOH000000000001816","1816","GAMEZ HOSPITAL","","","","Hospital","Private","","","218 J.P. RIZAL STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","","","4027","+63 495453461","","","gamezman@yahoo.com","","","GAMEZ","DIGNA","M.","Chief of Hospital","With License","Level 1","12"
